company_name,company_shortname,company_email,company_phone,location,location_lat,location_long,item_id,item_name,tags,image_count,quality_score,availability_count,calendar_link,calendar_script,regular_link,image_url
AllinBlusive,allinblusive,info@allinblusive.com,+30 6992004699,Greece/Mikonos,25.336544,37.415076,361066,RIVAMMOS -  Mykonos,Boat Tour-Events-Wellness-Snorkel-Transportation,7,43,0,https://fareharbor.com/embeds/calendar/allinblusive/items/361066/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/allinblusive/items/361066/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/allinblusive/items/361066/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/bXPNpulhRLeNvsiHrlZy
Epirus Adventures-closed,epirusadventures-closed,info@epirusadventures.com,0030 6955 755 85,Greece/Ioannina,20.853747,39.665029,398297,Ioannina Traditional Food & Culture walking tour,Castle-City Tour-Food Tour-History Tour-Museum-Walking Tour-Wine-Workshop,5,43,0,https://fareharbor.com/embeds/calendar/epirusadventures-closed/items/398297/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/epirusadventures-closed/items/398297/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/epirusadventures-closed/items/398297/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/oELtMkA9TKuCwwhYHssp
AllinBlusive,allinblusive,info@allinblusive.com,+30 6992004699,Spain/Illes Balears/Portopetro,,,517423,Ikos Mare,Boat Tour,8,42,131,https://fareharbor.com/embeds/calendar/allinblusive/items/517423/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/allinblusive/items/517423/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/allinblusive/items/517423/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/Ep9x4dWfTOY0AuFJWvmb
AllinBlusive,allinblusive,info@allinblusive.com,+30 6992004699,Greece/Δασσιά,,,429631,Ikos MAESTRO,Boat Tour,8,41,139,https://fareharbor.com/embeds/calendar/allinblusive/items/429631/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/allinblusive/items/429631/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/allinblusive/items/429631/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/ahzTVyjaSX21OibKZEvC
AllinBlusive,allinblusive,info@allinblusive.com,+30 6992004699,Spain/Illes Balears/Portopetro,,,470574,Ikos Grecale,Boat Tour,5,41,131,https://fareharbor.com/embeds/calendar/allinblusive/items/470574/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/allinblusive/items/470574/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/allinblusive/items/470574/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/D3Jut9RnRlGID6ESUx2B
AllinBlusive,allinblusive,info@allinblusive.com,+30 6992004699,Greece/Σάνη,,,140521,Sani Riva,Boat Tour,11,40,139,https://fareharbor.com/embeds/calendar/allinblusive/items/140521/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/allinblusive/items/140521/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/allinblusive/items/140521/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/C0ULc3DRQpGhOWLoBssb
AllinBlusive,allinblusive,info@allinblusive.com,+30 6992004699,Greece/Σάνη,,,140993,Sani Grace,Boat Tour,9,40,139,https://fareharbor.com/embeds/calendar/allinblusive/items/140993/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/allinblusive/items/140993/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/allinblusive/items/140993/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/s1eamRt7TtuHTLKEZJSP
Epirus Adventures-closed,epirusadventures-closed,info@epirusadventures.com,0030 6955 755 85,Greece/Ioannina,20.855292,39.879997,398316,Zagori Adventure Off-Road & Cooking Experience,Hiking-Museum,4,40,0,https://fareharbor.com/embeds/calendar/epirusadventures-closed/items/398316/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/epirusadventures-closed/items/398316/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/epirusadventures-closed/items/398316/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/31a1GKQeTLqwKLzTIfOB
AllinBlusive,allinblusive,info@allinblusive.com,+30 6992004699,Greece/Δασσιά,,,429632,Ikos OdySEA,Boat Tour,4,39,139,https://fareharbor.com/embeds/calendar/allinblusive/items/429632/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/allinblusive/items/429632/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/allinblusive/items/429632/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/xqYPfij1RcyxU4veoq6g
Ionian Seaways - Ionian Cruises,ionian-seaways,info@ionian-cruises.com,0030 26610 38690,Albania/Qarku i Vlorës/Saranda,,,610580,Paleokastritsa The Jewel Of Corfu’s Coastline,Boat Tour,5,38,0,https://fareharbor.com/embeds/calendar/ionian-seaways/items/610580/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/ionian-seaways/items/610580/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/ionian-seaways/items/610580/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/h7Nbld5vTEaNn5aMvVCb
Finikas Lines,finikas-lines,finikascruiselines@gmail.com,+3558526057,Albania/Qarku i Vlorës/Saranda,,,641501,Corfu day trip,Boat Tour,2,38,78,https://fareharbor.com/embeds/calendar/finikas-lines/items/641501/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/finikas-lines/items/641501/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/finikas-lines/items/641501/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/MdqrxDsZSjuxpjqorDQg
Epirus Adventures-closed,epirusadventures-closed,info@epirusadventures.com,0030 6955 755 85,Greece/Monodendri,20.747803,39.882433,398621,Hiking in Vikos Gorge,Hiking-Water Activities,3,37,0,https://fareharbor.com/embeds/calendar/epirusadventures-closed/items/398621/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/epirusadventures-closed/items/398621/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/epirusadventures-closed/items/398621/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/EmccY4N1TY6rYTq075OQ
Epirus Adventures-closed,epirusadventures-closed,info@epirusadventures.com,0030 6955 755 85,Greece/Mikro Papigko,20.729502,39.968565,398631,Alpine Dragon Lake Hike,Hiking,3,37,0,https://fareharbor.com/embeds/calendar/epirusadventures-closed/items/398631/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/epirusadventures-closed/items/398631/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/epirusadventures-closed/items/398631/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/C7NrRwS9mi5r88s5WCGA
Epirus Adventures-closed,epirusadventures-closed,info@epirusadventures.com,0030 6955 755 85,Greece/Ioannina,20.855292,39.879997,398611,Sightseeing Tour in Zagori,History Tour-Rafting-Sightseeing Tour,3,36,0,https://fareharbor.com/embeds/calendar/epirusadventures-closed/items/398611/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/epirusadventures-closed/items/398611/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/epirusadventures-closed/items/398611/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/gqUrHeiaRzSI03qWbSDd
Ionian Seaways - Ionian Cruises,ionian-seaways,info@ionian-cruises.com,0030 26610 38690,Albania/Qarku i Vlorës/Saranda,,,610579,Aqualand Water Park Corfu,Boat Tour,4,35,0,https://fareharbor.com/embeds/calendar/ionian-seaways/items/610579/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/ionian-seaways/items/610579/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/ionian-seaways/items/610579/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/8N8OpCBfSnyEqdBKigrM
Finikas Lines,finikas-lines,finikascruiselines@gmail.com,+3558526057,Albania/Qarku i Vlorës/Saranda,,,641499,Albania Night,Boat Tour,2,33,11,https://fareharbor.com/embeds/calendar/finikas-lines/items/641499/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/finikas-lines/items/641499/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/finikas-lines/items/641499/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/o7aEvELMTjiOISMvCJWw
Asteras Cruises-closed,asterasboatcruises-closed,asterascruises@hotmail.com,306947008708,Greece/Dassia,,,540831,Daily Cruise with BBQ - North-east of Corfu,Boat Tour,1,28,0,https://fareharbor.com/embeds/calendar/asterasboatcruises-closed/items/540831/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/asterasboatcruises-closed/items/540831/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/asterasboatcruises-closed/items/540831/?asn=fhdn-eur&asn-ref=alloutdooradventures&ref=alloutdooradventures&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/lPtdje3iSi6BqzpF6LM1
